citation,name_short,name_full,vote_type
387 U.S. 202,BRWhite,"White, Byron",majority
387 U.S. 202,EWarren,"Warren, Earl",majority
387 U.S. 202,TCClark,"Clark, Tom",majority
387 U.S. 202,AFortas,"Fortas, Abe",majority
387 U.S. 136,JHarlan2,"Harlan, John",majority
387 U.S. 136,HLBlack,"Black, Hugo",majority
387 U.S. 136,WODouglas,"Douglas, William",majority
387 U.S. 136,PStewart,"Stewart, Potter",majority
387 U.S. 136,BRWhite,"White, Byron",majority
387 U.S. 136,EWarren,"Warren, Earl",dissent
387 U.S. 136,TCClark,"Clark, Tom",dissent
387 U.S. 136,AFortas,"Fortas, Abe",dissent
387 U.S. 158,JHarlan2,"Harlan, John",majority
387 U.S. 158,HLBlack,"Black, Hugo",majority
387 U.S. 158,WODouglas,"Douglas, William",dissent
387 U.S. 158,PStewart,"Stewart, Potter",majority
387 U.S. 158,BRWhite,"White, Byron",majority
387 U.S. 158,EWarren,"Warren, Earl",regular concurrence
387 U.S. 158,TCClark,"Clark, Tom",regular concurrence
387 U.S. 158,AFortas,"Fortas, Abe",regular concurrence
387 U.S. 167,JHarlan2,"Harlan, John",majority
387 U.S. 167,HLBlack,"Black, Hugo",majority
387 U.S. 167,WODouglas,"Douglas, William",majority
387 U.S. 167,PStewart,"Stewart, Potter",majority
387 U.S. 167,BRWhite,"White, Byron",majority
387 U.S. 167,EWarren,"Warren, Earl",dissent
387 U.S. 167,TCClark,"Clark, Tom",dissent
387 U.S. 167,AFortas,"Fortas, Abe",dissent
387 U.S. 213,JHarlan2,"Harlan, John",dissent
387 U.S. 213,HLBlack,"Black, Hugo",dissent
387 U.S. 213,WODouglas,"Douglas, William",majority
387 U.S. 213,PStewart,"Stewart, Potter",dissent
387 U.S. 213,WJBrennan,"Brennan, William",majority
387 U.S. 213,BRWhite,"White, Byron",majority
387 U.S. 213,EWarren,"Warren, Earl",majority
387 U.S. 213,TCClark,"Clark, Tom",majority
387 U.S. 213,AFortas,"Fortas, Abe",majority
387 U.S. 231,EWarren,"Warren, Earl",majority
387 U.S. 231,WODouglas,"Douglas, William",majority
387 U.S. 231,TCClark,"Clark, Tom",majority
387 U.S. 231,JHarlan2,"Harlan, John",majority
387 U.S. 231,WJBrennan,"Brennan, William",majority
387 U.S. 231,PStewart,"Stewart, Potter",majority
387 U.S. 231,AFortas,"Fortas, Abe",majority
387 U.S. 244,JHarlan2,"Harlan, John",majority
387 U.S. 244,HLBlack,"Black, Hugo",majority
387 U.S. 244,WODouglas,"Douglas, William",majority
387 U.S. 244,PStewart,"Stewart, Potter",majority
387 U.S. 244,WJBrennan,"Brennan, William",majority
387 U.S. 244,BRWhite,"White, Byron",majority
387 U.S. 244,EWarren,"Warren, Earl",majority
387 U.S. 244,TCClark,"Clark, Tom",majority
387 U.S. 244,AFortas,"Fortas, Abe",majority
387 U.S. 253,JHarlan2,"Harlan, John",dissent
387 U.S. 253,HLBlack,"Black, Hugo",majority
387 U.S. 253,WODouglas,"Douglas, William",majority
387 U.S. 253,PStewart,"Stewart, Potter",dissent
387 U.S. 253,WJBrennan,"Brennan, William",majority
387 U.S. 253,BRWhite,"White, Byron",dissent
387 U.S. 253,EWarren,"Warren, Earl",majority
387 U.S. 253,TCClark,"Clark, Tom",dissent
387 U.S. 253,AFortas,"Fortas, Abe",majority
387 U.S. 294,JHarlan2,"Harlan, John",majority
387 U.S. 294,HLBlack,"Black, Hugo",special concurrence
387 U.S. 294,WODouglas,"Douglas, William",dissent
387 U.S. 294,PStewart,"Stewart, Potter",majority
387 U.S. 294,WJBrennan,"Brennan, William",majority
387 U.S. 294,BRWhite,"White, Byron",majority
387 U.S. 294,EWarren,"Warren, Earl",dissent
387 U.S. 294,TCClark,"Clark, Tom",majority
387 U.S. 294,AFortas,"Fortas, Abe",dissent
387 U.S. 326,JHarlan2,"Harlan, John",majority
387 U.S. 326,HLBlack,"Black, Hugo",majority
387 U.S. 326,WODouglas,"Douglas, William",majority
387 U.S. 326,PStewart,"Stewart, Potter",majority
387 U.S. 326,WJBrennan,"Brennan, William",majority
387 U.S. 326,BRWhite,"White, Byron",majority
387 U.S. 326,EWarren,"Warren, Earl",majority
387 U.S. 326,TCClark,"Clark, Tom",majority
387 U.S. 326,AFortas,"Fortas, Abe",majority
387 U.S. 369,JHarlan2,"Harlan, John",dissent
387 U.S. 369,HLBlack,"Black, Hugo",dissent
387 U.S. 369,WODouglas,"Douglas, William",regular concurrence
387 U.S. 369,PStewart,"Stewart, Potter",dissent
387 U.S. 369,WJBrennan,"Brennan, William",majority
387 U.S. 369,BRWhite,"White, Byron",majority
387 U.S. 369,EWarren,"Warren, Earl",majority
387 U.S. 369,TCClark,"Clark, Tom",dissent
387 U.S. 369,AFortas,"Fortas, Abe",majority
387 U.S. 397,JHarlan2,"Harlan, John",dissent
387 U.S. 397,HLBlack,"Black, Hugo",dissent
387 U.S. 397,WODouglas,"Douglas, William",majority
387 U.S. 397,PStewart,"Stewart, Potter",dissent
387 U.S. 397,WJBrennan,"Brennan, William",majority
387 U.S. 397,BRWhite,"White, Byron",majority
387 U.S. 397,EWarren,"Warren, Earl",majority
387 U.S. 397,TCClark,"Clark, Tom",majority
387 U.S. 397,AFortas,"Fortas, Abe",majority
387 U.S. 428,JHarlan2,"Harlan, John",dissent
387 U.S. 428,HLBlack,"Black, Hugo",majority
387 U.S. 428,WODouglas,"Douglas, William",majority
387 U.S. 428,PStewart,"Stewart, Potter",dissent
387 U.S. 428,WJBrennan,"Brennan, William",majority
387 U.S. 428,BRWhite,"White, Byron",majority
387 U.S. 428,EWarren,"Warren, Earl",majority
387 U.S. 428,TCClark,"Clark, Tom",majority
387 U.S. 456,JHarlan2,"Harlan, John",dissent
387 U.S. 456,HLBlack,"Black, Hugo",majority
387 U.S. 456,WODouglas,"Douglas, William",dissent
387 U.S. 456,PStewart,"Stewart, Potter",majority
387 U.S. 456,WJBrennan,"Brennan, William",majority
387 U.S. 456,BRWhite,"White, Byron",majority
387 U.S. 456,EWarren,"Warren, Earl",majority
387 U.S. 456,TCClark,"Clark, Tom",majority
387 U.S. 456,AFortas,"Fortas, Abe",dissent
387 U.S. 485,JHarlan2,"Harlan, John",dissent
387 U.S. 485,HLBlack,"Black, Hugo",majority
387 U.S. 485,WODouglas,"Douglas, William",majority
387 U.S. 485,PStewart,"Stewart, Potter",dissent
387 U.S. 485,WJBrennan,"Brennan, William",majority
387 U.S. 485,BRWhite,"White, Byron",special concurrence
387 U.S. 485,EWarren,"Warren, Earl",majority
387 U.S. 485,TCClark,"Clark, Tom",majority
387 U.S. 485,AFortas,"Fortas, Abe",majority
387 U.S. 523,JHarlan2,"Harlan, John",dissent
387 U.S. 523,HLBlack,"Black, Hugo",majority
387 U.S. 523,WODouglas,"Douglas, William",majority
387 U.S. 523,PStewart,"Stewart, Potter",dissent
387 U.S. 523,WJBrennan,"Brennan, William",majority
387 U.S. 523,BRWhite,"White, Byron",majority
387 U.S. 523,EWarren,"Warren, Earl",majority
387 U.S. 523,TCClark,"Clark, Tom",dissent
387 U.S. 523,AFortas,"Fortas, Abe",majority
387 U.S. 541,JHarlan2,"Harlan, John",dissent
387 U.S. 541,HLBlack,"Black, Hugo",majority
387 U.S. 541,WODouglas,"Douglas, William",majority
387 U.S. 541,PStewart,"Stewart, Potter",dissent
387 U.S. 541,WJBrennan,"Brennan, William",majority
387 U.S. 541,BRWhite,"White, Byron",majority
387 U.S. 541,EWarren,"Warren, Earl",majority
387 U.S. 541,TCClark,"Clark, Tom",dissent
387 U.S. 541,AFortas,"Fortas, Abe",majority
387 U.S. 556,EWarren,"Warren, Earl",majority
387 U.S. 556,HLBlack,"Black, Hugo",dissent
387 U.S. 556,WODouglas,"Douglas, William",dissent
387 U.S. 556,TCClark,"Clark, Tom",majority
387 U.S. 556,JHarlan2,"Harlan, John",majority
387 U.S. 556,WJBrennan,"Brennan, William",majority
387 U.S. 556,PStewart,"Stewart, Potter",majority
387 U.S. 556,BRWhite,"White, Byron",majority
387 U.S. 556,AFortas,"Fortas, Abe",dissent
388 U.S. 1,JHarlan2,"Harlan, John",majority
388 U.S. 1,HLBlack,"Black, Hugo",majority
388 U.S. 1,WODouglas,"Douglas, William",majority
388 U.S. 1,PStewart,"Stewart, Potter",special concurrence
388 U.S. 1,WJBrennan,"Brennan, William",majority
388 U.S. 1,BRWhite,"White, Byron",majority
388 U.S. 1,EWarren,"Warren, Earl",majority
388 U.S. 1,TCClark,"Clark, Tom",majority
388 U.S. 1,AFortas,"Fortas, Abe",majority
388 U.S. 14,JHarlan2,"Harlan, John",special concurrence
388 U.S. 14,HLBlack,"Black, Hugo",majority
388 U.S. 14,WODouglas,"Douglas, William",majority
388 U.S. 14,PStewart,"Stewart, Potter",majority
388 U.S. 14,WJBrennan,"Brennan, William",majority
388 U.S. 14,BRWhite,"White, Byron",majority
388 U.S. 14,EWarren,"Warren, Earl",majority
388 U.S. 14,TCClark,"Clark, Tom",majority
388 U.S. 14,AFortas,"Fortas, Abe",majority
388 U.S. 26,JHarlan2,"Harlan, John",dissent
388 U.S. 26,HLBlack,"Black, Hugo",majority
388 U.S. 26,WODouglas,"Douglas, William",majority
388 U.S. 26,PStewart,"Stewart, Potter",dissent
388 U.S. 26,WJBrennan,"Brennan, William",majority
388 U.S. 26,BRWhite,"White, Byron",majority
388 U.S. 26,EWarren,"Warren, Earl",majority
388 U.S. 26,TCClark,"Clark, Tom",majority
388 U.S. 26,AFortas,"Fortas, Abe",majority
388 U.S. 41,JHarlan2,"Harlan, John",dissent
388 U.S. 41,HLBlack,"Black, Hugo",dissent
388 U.S. 41,WODouglas,"Douglas, William",regular concurrence
388 U.S. 41,PStewart,"Stewart, Potter",special concurrence
388 U.S. 41,WJBrennan,"Brennan, William",majority
388 U.S. 41,BRWhite,"White, Byron",dissent
388 U.S. 41,EWarren,"Warren, Earl",majority
388 U.S. 41,TCClark,"Clark, Tom",majority
388 U.S. 41,AFortas,"Fortas, Abe",majority
388 U.S. 130,EWarren,"Warren, Earl",special concurrence
388 U.S. 130,HLBlack,"Black, Hugo",dissent
388 U.S. 130,WODouglas,"Douglas, William",dissent
388 U.S. 130,TCClark,"Clark, Tom",majority
388 U.S. 130,JHarlan2,"Harlan, John",judgment of the Court
388 U.S. 130,WJBrennan,"Brennan, William",dissent
388 U.S. 130,PStewart,"Stewart, Potter",majority
388 U.S. 130,BRWhite,"White, Byron",dissent
388 U.S. 130,AFortas,"Fortas, Abe",majority
388 U.S. 175,JHarlan2,"Harlan, John",dissent
388 U.S. 175,HLBlack,"Black, Hugo",dissent
388 U.S. 175,WODouglas,"Douglas, William",dissent
388 U.S. 175,PStewart,"Stewart, Potter",dissent
388 U.S. 175,WJBrennan,"Brennan, William",majority
388 U.S. 175,BRWhite,"White, Byron",regular concurrence
388 U.S. 175,EWarren,"Warren, Earl",majority
388 U.S. 175,TCClark,"Clark, Tom",majority
388 U.S. 175,AFortas,"Fortas, Abe",majority
388 U.S. 218,JHarlan2,"Harlan, John",dissent
388 U.S. 218,HLBlack,"Black, Hugo",dissent
388 U.S. 218,WODouglas,"Douglas, William",regular concurrence
388 U.S. 218,PStewart,"Stewart, Potter",dissent
388 U.S. 218,WJBrennan,"Brennan, William",majority
388 U.S. 218,BRWhite,"White, Byron",dissent
388 U.S. 218,EWarren,"Warren, Earl",regular concurrence
388 U.S. 218,TCClark,"Clark, Tom",regular concurrence
388 U.S. 218,AFortas,"Fortas, Abe",regular concurrence
388 U.S. 263,JHarlan2,"Harlan, John",dissent
388 U.S. 263,HLBlack,"Black, Hugo",special concurrence
388 U.S. 263,WODouglas,"Douglas, William",regular concurrence
388 U.S. 263,PStewart,"Stewart, Potter",dissent
388 U.S. 263,WJBrennan,"Brennan, William",majority
388 U.S. 263,BRWhite,"White, Byron",dissent
388 U.S. 263,EWarren,"Warren, Earl",regular concurrence
388 U.S. 263,TCClark,"Clark, Tom",majority
388 U.S. 263,AFortas,"Fortas, Abe",regular concurrence
388 U.S. 293,EWarren,"Warren, Earl",majority
388 U.S. 293,HLBlack,"Black, Hugo",dissent
388 U.S. 293,WODouglas,"Douglas, William",dissent
388 U.S. 293,TCClark,"Clark, Tom",majority
388 U.S. 293,JHarlan2,"Harlan, John",special concurrence
388 U.S. 293,WJBrennan,"Brennan, William",majority
388 U.S. 293,PStewart,"Stewart, Potter",special concurrence
388 U.S. 293,BRWhite,"White, Byron",special concurrence
388 U.S. 293,AFortas,"Fortas, Abe",dissent
388 U.S. 307,JHarlan2,"Harlan, John",majority
388 U.S. 307,HLBlack,"Black, Hugo",majority
388 U.S. 307,WODouglas,"Douglas, William",dissent
388 U.S. 307,PStewart,"Stewart, Potter",majority
388 U.S. 307,WJBrennan,"Brennan, William",dissent
388 U.S. 307,BRWhite,"White, Byron",majority
388 U.S. 307,EWarren,"Warren, Earl",dissent
388 U.S. 307,TCClark,"Clark, Tom",majority
388 U.S. 307,AFortas,"Fortas, Abe",dissent
388 U.S. 350,JHarlan2,"Harlan, John",dissent
388 U.S. 350,HLBlack,"Black, Hugo",majority
388 U.S. 350,WODouglas,"Douglas, William",majority
388 U.S. 350,PStewart,"Stewart, Potter",majority
388 U.S. 350,WJBrennan,"Brennan, William",majority
388 U.S. 350,EWarren,"Warren, Earl",majority
388 U.S. 350,AFortas,"Fortas, Abe",majority
388 U.S. 365,JHarlan2,"Harlan, John",dissent
388 U.S. 365,HLBlack,"Black, Hugo",majority
388 U.S. 365,WODouglas,"Douglas, William",majority
388 U.S. 365,PStewart,"Stewart, Potter",dissent
388 U.S. 365,WJBrennan,"Brennan, William",majority
388 U.S. 365,EWarren,"Warren, Earl",majority
388 U.S. 365,AFortas,"Fortas, Abe",majority
388 U.S. 395,EWarren,"Warren, Earl",majority
388 U.S. 395,HLBlack,"Black, Hugo",dissent
388 U.S. 395,WODouglas,"Douglas, William",dissent
388 U.S. 395,TCClark,"Clark, Tom",majority
388 U.S. 395,JHarlan2,"Harlan, John",regular concurrence
388 U.S. 395,WJBrennan,"Brennan, William",majority
388 U.S. 395,PStewart,"Stewart, Potter",dissent
388 U.S. 395,BRWhite,"White, Byron",majority
388 U.S. 395,AFortas,"Fortas, Abe",majority
388 U.S. 431,JHarlan2,"Harlan, John",majority
388 U.S. 431,HLBlack,"Black, Hugo",majority
388 U.S. 431,WODouglas,"Douglas, William",dissent
388 U.S. 431,PStewart,"Stewart, Potter",majority
388 U.S. 431,WJBrennan,"Brennan, William",dissent
388 U.S. 431,BRWhite,"White, Byron",majority
388 U.S. 431,EWarren,"Warren, Earl",dissent
388 U.S. 431,TCClark,"Clark, Tom",majority
388 U.S. 431,AFortas,"Fortas, Abe",dissent
388 U.S. 439,JHarlan2,"Harlan, John",majority
388 U.S. 439,HLBlack,"Black, Hugo",majority
388 U.S. 439,WODouglas,"Douglas, William",dissent
388 U.S. 439,PStewart,"Stewart, Potter",majority
388 U.S. 439,WJBrennan,"Brennan, William",dissent
388 U.S. 439,BRWhite,"White, Byron",majority
388 U.S. 439,EWarren,"Warren, Earl",dissent
388 U.S. 439,TCClark,"Clark, Tom",majority
388 U.S. 439,AFortas,"Fortas, Abe",majority
388 U.S. 440,JHarlan2,"Harlan, John",dissent
388 U.S. 440,HLBlack,"Black, Hugo",majority
388 U.S. 440,WODouglas,"Douglas, William",majority
388 U.S. 440,PStewart,"Stewart, Potter",majority
388 U.S. 440,WJBrennan,"Brennan, William",majority
388 U.S. 440,BRWhite,"White, Byron",majority
388 U.S. 440,EWarren,"Warren, Earl",majority
388 U.S. 440,TCClark,"Clark, Tom",majority
388 U.S. 440,AFortas,"Fortas, Abe",majority
388 U.S. 441,JHarlan2,"Harlan, John",dissent
388 U.S. 441,HLBlack,"Black, Hugo",majority
388 U.S. 441,WODouglas,"Douglas, William",majority
388 U.S. 441,PStewart,"Stewart, Potter",majority
388 U.S. 441,WJBrennan,"Brennan, William",majority
388 U.S. 441,BRWhite,"White, Byron",majority
388 U.S. 441,EWarren,"Warren, Earl",majority
388 U.S. 441,TCClark,"Clark, Tom",majority
388 U.S. 441,AFortas,"Fortas, Abe",majority
388 U.S. 442,JHarlan2,"Harlan, John",dissent
388 U.S. 442,HLBlack,"Black, Hugo",majority
388 U.S. 442,WODouglas,"Douglas, William",majority
388 U.S. 442,PStewart,"Stewart, Potter",majority
388 U.S. 442,WJBrennan,"Brennan, William",dissent
388 U.S. 442,BRWhite,"White, Byron",majority
388 U.S. 442,EWarren,"Warren, Earl",dissent
388 U.S. 442,TCClark,"Clark, Tom",dissent
388 U.S. 442,AFortas,"Fortas, Abe",majority
388 U.S. 443,JHarlan2,"Harlan, John",dissent
388 U.S. 443,HLBlack,"Black, Hugo",majority
388 U.S. 443,WODouglas,"Douglas, William",majority
388 U.S. 443,PStewart,"Stewart, Potter",majority
388 U.S. 443,WJBrennan,"Brennan, William",dissent
388 U.S. 443,BRWhite,"White, Byron",majority
388 U.S. 443,EWarren,"Warren, Earl",dissent
388 U.S. 443,TCClark,"Clark, Tom",dissent
388 U.S. 443,AFortas,"Fortas, Abe",majority
388 U.S. 444,JHarlan2,"Harlan, John",dissent
388 U.S. 444,HLBlack,"Black, Hugo",majority
388 U.S. 444,WODouglas,"Douglas, William",majority
388 U.S. 444,PStewart,"Stewart, Potter",majority
388 U.S. 444,WJBrennan,"Brennan, William",majority
388 U.S. 444,BRWhite,"White, Byron",majority
388 U.S. 444,EWarren,"Warren, Earl",dissent
388 U.S. 444,TCClark,"Clark, Tom",dissent
388 U.S. 444,AFortas,"Fortas, Abe",majority
388 U.S. 446,JHarlan2,"Harlan, John",dissent
388 U.S. 446,HLBlack,"Black, Hugo",majority
388 U.S. 446,WODouglas,"Douglas, William",majority
388 U.S. 446,PStewart,"Stewart, Potter",majority
388 U.S. 446,WJBrennan,"Brennan, William",majority
388 U.S. 446,BRWhite,"White, Byron",majority
388 U.S. 446,EWarren,"Warren, Earl",dissent
388 U.S. 446,TCClark,"Clark, Tom",dissent
388 U.S. 446,AFortas,"Fortas, Abe",majority
388 U.S. 447,JHarlan2,"Harlan, John",special concurrence
388 U.S. 447,HLBlack,"Black, Hugo",majority
388 U.S. 447,WODouglas,"Douglas, William",majority
388 U.S. 447,PStewart,"Stewart, Potter",majority
388 U.S. 447,WJBrennan,"Brennan, William",dissent
388 U.S. 447,BRWhite,"White, Byron",majority
388 U.S. 447,EWarren,"Warren, Earl",dissent
388 U.S. 447,TCClark,"Clark, Tom",dissent
388 U.S. 447,AFortas,"Fortas, Abe",majority
388 U.S. 448,HLBlack,"Black, Hugo",majority
388 U.S. 448,WODouglas,"Douglas, William",majority
388 U.S. 448,TCClark,"Clark, Tom",dissent
388 U.S. 448,JHarlan2,"Harlan, John",dissent
388 U.S. 448,WJBrennan,"Brennan, William",majority
388 U.S. 448,PStewart,"Stewart, Potter",majority
388 U.S. 448,BRWhite,"White, Byron",majority
388 U.S. 448,AFortas,"Fortas, Abe",majority
388 U.S. 449,HLBlack,"Black, Hugo",majority
388 U.S. 449,WODouglas,"Douglas, William",majority
388 U.S. 449,TCClark,"Clark, Tom",dissent
388 U.S. 449,JHarlan2,"Harlan, John",special concurrence
388 U.S. 449,WJBrennan,"Brennan, William",majority
388 U.S. 449,PStewart,"Stewart, Potter",majority
388 U.S. 449,BRWhite,"White, Byron",majority
388 U.S. 449,AFortas,"Fortas, Abe",majority
388 U.S. 450,JHarlan2,"Harlan, John",dissent
388 U.S. 450,HLBlack,"Black, Hugo",majority
388 U.S. 450,WODouglas,"Douglas, William",majority
388 U.S. 450,PStewart,"Stewart, Potter",majority
388 U.S. 450,WJBrennan,"Brennan, William",majority
388 U.S. 450,BRWhite,"White, Byron",majority
388 U.S. 450,EWarren,"Warren, Earl",majority
388 U.S. 450,TCClark,"Clark, Tom",majority
388 U.S. 450,AFortas,"Fortas, Abe",majority
388 U.S. 452,HLBlack,"Black, Hugo",majority
388 U.S. 452,WODouglas,"Douglas, William",majority
388 U.S. 452,TCClark,"Clark, Tom",dissent
388 U.S. 452,JHarlan2,"Harlan, John",dissent
388 U.S. 452,WJBrennan,"Brennan, William",majority
388 U.S. 452,PStewart,"Stewart, Potter",majority
388 U.S. 452,BRWhite,"White, Byron",majority
388 U.S. 452,AFortas,"Fortas, Abe",majority
388 U.S. 454,JHarlan2,"Harlan, John",dissent
388 U.S. 454,HLBlack,"Black, Hugo",majority
388 U.S. 454,WODouglas,"Douglas, William",majority
388 U.S. 454,PStewart,"Stewart, Potter",majority
388 U.S. 454,WJBrennan,"Brennan, William",dissent
388 U.S. 454,BRWhite,"White, Byron",majority
388 U.S. 454,EWarren,"Warren, Earl",dissent
388 U.S. 454,TCClark,"Clark, Tom",dissent
388 U.S. 454,AFortas,"Fortas, Abe",majority
388 U.S. 464,JHarlan2,"Harlan, John",dissent
388 U.S. 464,HLBlack,"Black, Hugo",majority
388 U.S. 464,WODouglas,"Douglas, William",majority
388 U.S. 464,PStewart,"Stewart, Potter",dissent
388 U.S. 464,WJBrennan,"Brennan, William",majority
388 U.S. 464,BRWhite,"White, Byron",majority
388 U.S. 464,EWarren,"Warren, Earl",majority
388 U.S. 464,TCClark,"Clark, Tom",dissent
388 U.S. 464,AFortas,"Fortas, Abe",majority
389 U.S. 1,EWarren,"Warren, Earl",majority
389 U.S. 1,JHarlan2,"Harlan, John",majority
389 U.S. 1,WJBrennan,"Brennan, William",majority
389 U.S. 1,PStewart,"Stewart, Potter",majority
389 U.S. 1,BRWhite,"White, Byron",majority
389 U.S. 1,AFortas,"Fortas, Abe",majority
389 U.S. 1,TMarshall,"Marshall, Thurgood",majority
389 U.S. 15,JHarlan2,"Harlan, John",majority
389 U.S. 15,HLBlack,"Black, Hugo",majority
389 U.S. 15,WODouglas,"Douglas, William",majority
389 U.S. 15,PStewart,"Stewart, Potter",majority
389 U.S. 15,WJBrennan,"Brennan, William",majority
389 U.S. 15,BRWhite,"White, Byron",majority
389 U.S. 15,EWarren,"Warren, Earl",majority
389 U.S. 15,AFortas,"Fortas, Abe",majority
389 U.S. 18,JHarlan2,"Harlan, John",majority
389 U.S. 18,HLBlack,"Black, Hugo",dissent
389 U.S. 18,WODouglas,"Douglas, William",majority
389 U.S. 18,PStewart,"Stewart, Potter",majority
389 U.S. 18,WJBrennan,"Brennan, William",majority
389 U.S. 18,BRWhite,"White, Byron",majority
389 U.S. 18,EWarren,"Warren, Earl",majority
389 U.S. 18,AFortas,"Fortas, Abe",majority
389 U.S. 20,JHarlan2,"Harlan, John",majority
389 U.S. 20,HLBlack,"Black, Hugo",dissent
389 U.S. 20,WODouglas,"Douglas, William",majority
389 U.S. 20,PStewart,"Stewart, Potter",majority
389 U.S. 20,WJBrennan,"Brennan, William",majority
389 U.S. 20,BRWhite,"White, Byron",majority
389 U.S. 20,EWarren,"Warren, Earl",majority
389 U.S. 20,AFortas,"Fortas, Abe",majority
389 U.S. 22,JHarlan2,"Harlan, John",majority
389 U.S. 22,HLBlack,"Black, Hugo",majority
389 U.S. 22,WODouglas,"Douglas, William",majority
389 U.S. 22,PStewart,"Stewart, Potter",majority
389 U.S. 22,TMarshall,"Marshall, Thurgood",majority
389 U.S. 22,WJBrennan,"Brennan, William",majority
389 U.S. 22,BRWhite,"White, Byron",majority
389 U.S. 22,EWarren,"Warren, Earl",majority
389 U.S. 22,AFortas,"Fortas, Abe",majority
389 U.S. 24,JHarlan2,"Harlan, John",majority
389 U.S. 24,HLBlack,"Black, Hugo",majority
389 U.S. 24,WODouglas,"Douglas, William",majority
389 U.S. 24,PStewart,"Stewart, Potter",majority
389 U.S. 24,TMarshall,"Marshall, Thurgood",majority
389 U.S. 24,WJBrennan,"Brennan, William",majority
389 U.S. 24,BRWhite,"White, Byron",majority
389 U.S. 24,EWarren,"Warren, Earl",majority
389 U.S. 24,AFortas,"Fortas, Abe",majority
389 U.S. 28,JHarlan2,"Harlan, John",majority
389 U.S. 28,HLBlack,"Black, Hugo",special concurrence
389 U.S. 28,WODouglas,"Douglas, William",special concurrence
389 U.S. 28,PStewart,"Stewart, Potter",majority
389 U.S. 28,TMarshall,"Marshall, Thurgood",majority
389 U.S. 28,WJBrennan,"Brennan, William",majority
389 U.S. 28,BRWhite,"White, Byron",majority
389 U.S. 28,EWarren,"Warren, Earl",majority
389 U.S. 28,AFortas,"Fortas, Abe",majority
389 U.S. 31,JHarlan2,"Harlan, John",majority
389 U.S. 31,HLBlack,"Black, Hugo",special concurrence
389 U.S. 31,WODouglas,"Douglas, William",majority
389 U.S. 31,PStewart,"Stewart, Potter",majority
389 U.S. 31,TMarshall,"Marshall, Thurgood",majority
389 U.S. 31,WJBrennan,"Brennan, William",majority
389 U.S. 31,BRWhite,"White, Byron",majority
389 U.S. 31,EWarren,"Warren, Earl",majority
389 U.S. 31,AFortas,"Fortas, Abe",special concurrence
389 U.S. 35,JHarlan2,"Harlan, John",majority
389 U.S. 35,HLBlack,"Black, Hugo",special concurrence
389 U.S. 35,WODouglas,"Douglas, William",special concurrence
389 U.S. 35,PStewart,"Stewart, Potter",majority
389 U.S. 35,TMarshall,"Marshall, Thurgood",majority
389 U.S. 35,WJBrennan,"Brennan, William",special concurrence
389 U.S. 35,BRWhite,"White, Byron",majority
389 U.S. 35,EWarren,"Warren, Earl",special concurrence
389 U.S. 35,AFortas,"Fortas, Abe",majority
389 U.S. 40,JHarlan2,"Harlan, John",dissent
389 U.S. 40,HLBlack,"Black, Hugo",majority
389 U.S. 40,WODouglas,"Douglas, William",majority
389 U.S. 40,PStewart,"Stewart, Potter",majority
389 U.S. 40,TMarshall,"Marshall, Thurgood",majority
389 U.S. 40,WJBrennan,"Brennan, William",majority
389 U.S. 40,BRWhite,"White, Byron",majority
389 U.S. 40,EWarren,"Warren, Earl",majority
389 U.S. 40,AFortas,"Fortas, Abe",majority
389 U.S. 47,JHarlan2,"Harlan, John",special concurrence
389 U.S. 47,HLBlack,"Black, Hugo",majority
389 U.S. 47,WODouglas,"Douglas, William",majority
389 U.S. 47,PStewart,"Stewart, Potter",majority
389 U.S. 47,WJBrennan,"Brennan, William",majority
389 U.S. 47,BRWhite,"White, Byron",majority
389 U.S. 47,EWarren,"Warren, Earl",dissent
389 U.S. 47,AFortas,"Fortas, Abe",majority
389 U.S. 48,JHarlan2,"Harlan, John",dissent
389 U.S. 48,HLBlack,"Black, Hugo",majority
389 U.S. 48,PStewart,"Stewart, Potter",majority
389 U.S. 48,TMarshall,"Marshall, Thurgood",majority
389 U.S. 48,WJBrennan,"Brennan, William",majority
389 U.S. 48,BRWhite,"White, Byron",majority
389 U.S. 48,EWarren,"Warren, Earl",majority
389 U.S. 48,AFortas,"Fortas, Abe",majority
389 U.S. 50,JHarlan2,"Harlan, John",special concurrence
389 U.S. 50,HLBlack,"Black, Hugo",majority
389 U.S. 50,WODouglas,"Douglas, William",majority
389 U.S. 50,PStewart,"Stewart, Potter",majority
389 U.S. 50,WJBrennan,"Brennan, William",majority
389 U.S. 50,BRWhite,"White, Byron",majority
389 U.S. 50,EWarren,"Warren, Earl",dissent
389 U.S. 50,AFortas,"Fortas, Abe",majority
389 U.S. 54,JHarlan2,"Harlan, John",dissent
389 U.S. 54,HLBlack,"Black, Hugo",majority
389 U.S. 54,WODouglas,"Douglas, William",majority
389 U.S. 54,PStewart,"Stewart, Potter",dissent
389 U.S. 54,TMarshall,"Marshall, Thurgood",majority
389 U.S. 54,WJBrennan,"Brennan, William",majority
389 U.S. 54,BRWhite,"White, Byron",dissent
389 U.S. 54,EWarren,"Warren, Earl",majority
389 U.S. 54,AFortas,"Fortas, Abe",majority
389 U.S. 64,JHarlan2,"Harlan, John",majority
389 U.S. 64,HLBlack,"Black, Hugo",majority
389 U.S. 64,WODouglas,"Douglas, William",dissent
