citation,name_short,name_full,vote_type
3 U.S. 378,OEllsworth,"Ellsworth, Oliver",majority
3 U.S. 378,WCushing,"Cushing, William",majority
3 U.S. 378,JWilson,"Wilson, James",majority
3 U.S. 378,JIredell,"Iredell, James",majority
3 U.S. 378,WPaterson,"Paterson, William",majority
3 U.S. 378,SChase,"Chase, Samuel",majority
3 U.S. 382,OEllsworth,"Ellsworth, Oliver",majority
3 U.S. 382,WCushing,"Cushing, William",majority
3 U.S. 382,JWilson,"Wilson, James",majority
3 U.S. 382,JIredell,"Iredell, James",majority
3 U.S. 382,WPaterson,"Paterson, William",majority
3 U.S. 382,SChase,"Chase, Samuel",majority
3 U.S. 401,OEllsworth,"Ellsworth, Oliver",majority
3 U.S. 401,WCushing,"Cushing, William",majority
3 U.S. 401,JWilson,"Wilson, James",majority
3 U.S. 401,JIredell,"Iredell, James",dissent
3 U.S. 401,WPaterson,"Paterson, William",majority
3 U.S. 401,SChase,"Chase, Samuel",special concurrence
3 U.S. 386,WCushing,"Cushing, William",majority
3 U.S. 386,JIredell,"Iredell, James",special concurrence
3 U.S. 386,WPaterson,"Paterson, William",majority
3 U.S. 386,SChase,"Chase, Samuel",majority
3 U.S. 409,OEllsworth,"Ellsworth, Oliver",majority
3 U.S. 409,WCushing,"Cushing, William",majority
3 U.S. 409,JIredell,"Iredell, James",majority
3 U.S. 409,WPaterson,"Paterson, William",majority
3 U.S. 409,SChase,"Chase, Samuel",majority
3 U.S. 409,BWashington,"Washington, Bushrod",majority
3 U.S. 411,WCushing,"Cushing, William",majority
3 U.S. 411,WPaterson,"Paterson, William",majority
3 U.S. 411,BWashington,"Washington, Bushrod",majority
3 U.S. 425,OEllsworth,"Ellsworth, Oliver",majority
3 U.S. 425,WCushing,"Cushing, William",majority
3 U.S. 425,JIredell,"Iredell, James",special concurrence
3 U.S. 425,WPaterson,"Paterson, William",majority
3 U.S. 425,SChase,"Chase, Samuel",majority
3 U.S. 425,BWashington,"Washington, Bushrod",majority
4 U.S. 1,OEllsworth,"Ellsworth, Oliver",majority
4 U.S. 1,WCushing,"Cushing, William",majority
4 U.S. 1,JIredell,"Iredell, James",majority
4 U.S. 1,WPaterson,"Paterson, William",majority
4 U.S. 1,SChase,"Chase, Samuel",majority
4 U.S. 1,BWashington,"Washington, Bushrod",majority
4 U.S. 6,OEllsworth,"Ellsworth, Oliver",majority
4 U.S. 6,WCushing,"Cushing, William",majority
4 U.S. 6,JIredell,"Iredell, James",majority
4 U.S. 6,WPaterson,"Paterson, William",majority
4 U.S. 6,SChase,"Chase, Samuel",majority
4 U.S. 6,BWashington,"Washington, Bushrod",majority
4 U.S. 7,OEllsworth,"Ellsworth, Oliver",majority
4 U.S. 7,WCushing,"Cushing, William",majority
4 U.S. 7,JIredell,"Iredell, James",majority
4 U.S. 7,WPaterson,"Paterson, William",majority
4 U.S. 7,SChase,"Chase, Samuel",majority
4 U.S. 7,BWashington,"Washington, Bushrod",majority
4 U.S. 8,OEllsworth,"Ellsworth, Oliver",majority
4 U.S. 8,WCushing,"Cushing, William",majority
4 U.S. 8,JIredell,"Iredell, James",majority
4 U.S. 8,WPaterson,"Paterson, William",majority
4 U.S. 8,SChase,"Chase, Samuel",majority
4 U.S. 8,BWashington,"Washington, Bushrod",majority
4 U.S. 22,OEllsworth,"Ellsworth, Oliver",majority
4 U.S. 22,WCushing,"Cushing, William",majority
4 U.S. 22,WPaterson,"Paterson, William",majority
4 U.S. 22,SChase,"Chase, Samuel",regular concurrence
4 U.S. 22,BWashington,"Washington, Bushrod",majority
4 U.S. 22,OEllsworth,"Ellsworth, Oliver",majority
4 U.S. 22,WCushing,"Cushing, William",majority
4 U.S. 22,WPaterson,"Paterson, William",majority
4 U.S. 22,SChase,"Chase, Samuel",majority
4 U.S. 22,BWashington,"Washington, Bushrod",majority
4 U.S. 22,OEllsworth,"Ellsworth, Oliver",majority
4 U.S. 22,WCushing,"Cushing, William",majority
4 U.S. 22,WPaterson,"Paterson, William",majority
4 U.S. 22,SChase,"Chase, Samuel",majority
4 U.S. 22,BWashington,"Washington, Bushrod",majority
4 U.S. 14,OEllsworth,"Ellsworth, Oliver",majority
4 U.S. 14,WCushing,"Cushing, William",majority
4 U.S. 14,WPaterson,"Paterson, William",majority
4 U.S. 14,SChase,"Chase, Samuel",majority
4 U.S. 14,BWashington,"Washington, Bushrod",majority
4 U.S. 20,OEllsworth,"Ellsworth, Oliver",majority
4 U.S. 20,WCushing,"Cushing, William",majority
4 U.S. 20,WPaterson,"Paterson, William",majority
4 U.S. 20,SChase,"Chase, Samuel",majority
4 U.S. 20,BWashington,"Washington, Bushrod",majority
4 U.S. 21,OEllsworth,"Ellsworth, Oliver",majority
4 U.S. 21,WCushing,"Cushing, William",majority
4 U.S. 21,WPaterson,"Paterson, William",majority
4 U.S. 21,SChase,"Chase, Samuel",majority
4 U.S. 21,BWashington,"Washington, Bushrod",majority
4 U.S. 21,AMoore,"Moore, Alfred",majority
4 U.S. 12,WCushing,"Cushing, William",majority
4 U.S. 12,WPaterson,"Paterson, William",majority
4 U.S. 12,SChase,"Chase, Samuel",majority
4 U.S. 12,BWashington,"Washington, Bushrod",majority
4 U.S. 28,WPaterson,"Paterson, William",majority
4 U.S. 28,SChase,"Chase, Samuel",majority
4 U.S. 28,BWashington,"Washington, Bushrod",majority
4 U.S. 28,AMoore,"Moore, Alfred",majority
4 U.S. 37,OEllsworth,"Ellsworth, Oliver",majority
4 U.S. 37,WCushing,"Cushing, William",majority
4 U.S. 37,WPaterson,"Paterson, William",majority
4 U.S. 37,SChase,"Chase, Samuel",majority
4 U.S. 37,BWashington,"Washington, Bushrod",majority
4 U.S. 37,AMoore,"Moore, Alfred",majority
5 U.S. 110,JMarshall,"Marshall, John",majority
5 U.S. 110,WCushing,"Cushing, William",majority
5 U.S. 110,WPaterson,"Paterson, William",majority
5 U.S. 110,SChase,"Chase, Samuel",majority
5 U.S. 110,BWashington,"Washington, Bushrod",majority
5 U.S. 110,AMoore,"Moore, Alfred",majority
5 U.S. 103,JMarshall,"Marshall, John",majority
5 U.S. 103,WCushing,"Cushing, William",majority
5 U.S. 103,WPaterson,"Paterson, William",majority
5 U.S. 103,SChase,"Chase, Samuel",majority
5 U.S. 103,BWashington,"Washington, Bushrod",majority
5 U.S. 103,AMoore,"Moore, Alfred",majority
5 U.S. 117,JMarshall,"Marshall, John",majority
5 U.S. 117,WCushing,"Cushing, William",majority
5 U.S. 117,WPaterson,"Paterson, William",majority
5 U.S. 117,SChase,"Chase, Samuel",majority
5 U.S. 117,BWashington,"Washington, Bushrod",majority
5 U.S. 117,AMoore,"Moore, Alfred",majority
5 U.S. 365,JMarshall,"Marshall, John",majority
5 U.S. 365,WCushing,"Cushing, William",majority
5 U.S. 365,WPaterson,"Paterson, William",majority
5 U.S. 365,SChase,"Chase, Samuel",majority
5 U.S. 365,BWashington,"Washington, Bushrod",majority
5 U.S. 365,AMoore,"Moore, Alfred",majority
5 U.S. 212,JMarshall,"Marshall, John",majority
5 U.S. 212,WCushing,"Cushing, William",majority
5 U.S. 212,WPaterson,"Paterson, William",majority
5 U.S. 212,SChase,"Chase, Samuel",majority
5 U.S. 212,BWashington,"Washington, Bushrod",majority
5 U.S. 212,AMoore,"Moore, Alfred",majority
5 U.S. 252,JMarshall,"Marshall, John",majority
5 U.S. 252,WCushing,"Cushing, William",majority
5 U.S. 252,WPaterson,"Paterson, William",majority
5 U.S. 252,SChase,"Chase, Samuel",majority
5 U.S. 252,BWashington,"Washington, Bushrod",majority
5 U.S. 252,AMoore,"Moore, Alfred",majority
5 U.S. 137,JMarshall,"Marshall, John",majority
5 U.S. 137,WCushing,"Cushing, William",majority
5 U.S. 137,WPaterson,"Paterson, William",majority
5 U.S. 137,SChase,"Chase, Samuel",majority
5 U.S. 137,BWashington,"Washington, Bushrod",majority
5 U.S. 137,AMoore,"Moore, Alfred",majority
5 U.S. 259,JMarshall,"Marshall, John",majority
5 U.S. 259,WCushing,"Cushing, William",majority
5 U.S. 259,WPaterson,"Paterson, William",majority
5 U.S. 259,SChase,"Chase, Samuel",majority
5 U.S. 259,BWashington,"Washington, Bushrod",majority
5 U.S. 259,AMoore,"Moore, Alfred",majority
5 U.S. 318,JMarshall,"Marshall, John",majority
5 U.S. 318,WCushing,"Cushing, William",majority
5 U.S. 318,WPaterson,"Paterson, William",majority
5 U.S. 318,SChase,"Chase, Samuel",majority
5 U.S. 318,BWashington,"Washington, Bushrod",majority
5 U.S. 318,AMoore,"Moore, Alfred",majority
5 U.S. 282,JMarshall,"Marshall, John",regular concurrence
5 U.S. 282,WCushing,"Cushing, William",majority
5 U.S. 282,WPaterson,"Paterson, William",majority
5 U.S. 282,SChase,"Chase, Samuel",majority
5 U.S. 282,BWashington,"Washington, Bushrod",majority
5 U.S. 282,AMoore,"Moore, Alfred",majority
5 U.S. 239,JMarshall,"Marshall, John",majority
5 U.S. 239,WCushing,"Cushing, William",majority
5 U.S. 239,WPaterson,"Paterson, William",majority
5 U.S. 239,SChase,"Chase, Samuel",majority
5 U.S. 239,BWashington,"Washington, Bushrod",majority
5 U.S. 239,AMoore,"Moore, Alfred",majority
5 U.S. 332,JMarshall,"Marshall, John",majority
5 U.S. 332,WCushing,"Cushing, William",majority
5 U.S. 332,WPaterson,"Paterson, William",majority
5 U.S. 332,SChase,"Chase, Samuel",majority
5 U.S. 332,BWashington,"Washington, Bushrod",majority
5 U.S. 332,AMoore,"Moore, Alfred",majority
5 U.S. 299,WPaterson,"Paterson, William",majority
5 U.S. 299,SChase,"Chase, Samuel",majority
5 U.S. 299,BWashington,"Washington, Bushrod",majority
5 U.S. 299,AMoore,"Moore, Alfred",majority
5 U.S. 345,JMarshall,"Marshall, John",majority
5 U.S. 345,WCushing,"Cushing, William",majority
5 U.S. 345,WPaterson,"Paterson, William",majority
5 U.S. 345,SChase,"Chase, Samuel",majority
5 U.S. 345,BWashington,"Washington, Bushrod",majority
5 U.S. 345,AMoore,"Moore, Alfred",majority
6 U.S. 9,JMarshall,"Marshall, John",majority
6 U.S. 9,WCushing,"Cushing, William",majority
6 U.S. 9,SChase,"Chase, Samuel",majority
6 U.S. 9,BWashington,"Washington, Bushrod",majority
6 U.S. 9,JMarshall,"Marshall, John",majority
6 U.S. 9,WCushing,"Cushing, William",majority
6 U.S. 9,SChase,"Chase, Samuel",majority
6 U.S. 9,BWashington,"Washington, Bushrod",majority
6 U.S. 280,WCushing,"Cushing, William",majority
6 U.S. 280,WPaterson,"Paterson, William",majority
6 U.S. 280,BWashington,"Washington, Bushrod",majority
6 U.S. 280,WJohnson,"Johnson, William",majority
6 U.S. 33,JMarshall,"Marshall, John",majority
6 U.S. 33,WCushing,"Cushing, William",majority
6 U.S. 33,SChase,"Chase, Samuel",majority
6 U.S. 33,BWashington,"Washington, Bushrod",majority
6 U.S. 33,JMarshall,"Marshall, John",majority
6 U.S. 33,WCushing,"Cushing, William",majority
6 U.S. 33,SChase,"Chase, Samuel",majority
6 U.S. 33,BWashington,"Washington, Bushrod",majority
6 U.S. 64,JMarshall,"Marshall, John",majority
6 U.S. 64,WCushing,"Cushing, William",majority
6 U.S. 64,SChase,"Chase, Samuel",majority
6 U.S. 64,BWashington,"Washington, Bushrod",majority
6 U.S. 170,JMarshall,"Marshall, John",majority
6 U.S. 170,WCushing,"Cushing, William",majority
6 U.S. 170,SChase,"Chase, Samuel",majority
6 U.S. 170,BWashington,"Washington, Bushrod",majority
6 U.S. 180,JMarshall,"Marshall, John",majority
6 U.S. 180,WCushing,"Cushing, William",majority
6 U.S. 180,SChase,"Chase, Samuel",majority
6 U.S. 180,BWashington,"Washington, Bushrod",majority
6 U.S. 126,JMarshall,"Marshall, John",majority
6 U.S. 126,WCushing,"Cushing, William",majority
6 U.S. 126,SChase,"Chase, Samuel",majority
6 U.S. 126,BWashington,"Washington, Bushrod",majority
6 U.S. 187,JMarshall,"Marshall, John",majority
6 U.S. 187,WCushing,"Cushing, William",majority
6 U.S. 187,SChase,"Chase, Samuel",majority
6 U.S. 187,BWashington,"Washington, Bushrod",majority
6 U.S. 272,JMarshall,"Marshall, John",majority
6 U.S. 272,WCushing,"Cushing, William",majority
6 U.S. 272,SChase,"Chase, Samuel",majority
6 U.S. 272,BWashington,"Washington, Bushrod",majority
6 U.S. 336,JMarshall,"Marshall, John",majority
6 U.S. 336,WCushing,"Cushing, William",majority
6 U.S. 336,SChase,"Chase, Samuel",majority
6 U.S. 336,BWashington,"Washington, Bushrod",majority
6 U.S. 344,JMarshall,"Marshall, John",majority
6 U.S. 344,WCushing,"Cushing, William",majority
6 U.S. 344,SChase,"Chase, Samuel",majority
6 U.S. 344,BWashington,"Washington, Bushrod",majority
6 U.S. 358,JMarshall,"Marshall, John",majority
6 U.S. 358,WCushing,"Cushing, William",majority
6 U.S. 358,SChase,"Chase, Samuel",majority
6 U.S. 358,BWashington,"Washington, Bushrod",special concurrence
6 U.S. 407,JMarshall,"Marshall, John",majority
6 U.S. 407,WCushing,"Cushing, William",majority
6 U.S. 407,SChase,"Chase, Samuel",majority
6 U.S. 407,BWashington,"Washington, Bushrod",majority
6 U.S. 445,JMarshall,"Marshall, John",majority
6 U.S. 445,WCushing,"Cushing, William",majority
6 U.S. 445,SChase,"Chase, Samuel",majority
6 U.S. 445,BWashington,"Washington, Bushrod",majority
7 U.S. 73,JMarshall,"Marshall, John",majority
7 U.S. 73,WCushing,"Cushing, William",majority
7 U.S. 73,WPaterson,"Paterson, William",majority
7 U.S. 73,BWashington,"Washington, Bushrod",majority
7 U.S. 73,WJohnson,"Johnson, William",majority
7 U.S. 92,JMarshall,"Marshall, John",majority
7 U.S. 92,WCushing,"Cushing, William",majority
7 U.S. 92,WPaterson,"Paterson, William",majority
7 U.S. 92,SChase,"Chase, Samuel",majority
7 U.S. 92,BWashington,"Washington, Bushrod",majority
7 U.S. 92,WJohnson,"Johnson, William",majority
7 U.S. 159,JMarshall,"Marshall, John",majority
7 U.S. 159,WCushing,"Cushing, William",majority
7 U.S. 159,WPaterson,"Paterson, William",majority
7 U.S. 159,SChase,"Chase, Samuel",majority
7 U.S. 159,BWashington,"Washington, Bushrod",majority
7 U.S. 159,WJohnson,"Johnson, William",majority
7 U.S. 174,JMarshall,"Marshall, John",majority
7 U.S. 174,WCushing,"Cushing, William",majority
7 U.S. 174,WPaterson,"Paterson, William",majority
7 U.S. 174,SChase,"Chase, Samuel",majority
7 U.S. 174,BWashington,"Washington, Bushrod",majority
7 U.S. 174,WJohnson,"Johnson, William",majority
6 U.S. 342,JMarshall,"Marshall, John",majority
6 U.S. 342,WCushing,"Cushing, William",majority
6 U.S. 342,WPaterson,"Paterson, William",majority
6 U.S. 342,BWashington,"Washington, Bushrod",majority
7 U.S. 179,JMarshall,"Marshall, John",majority
7 U.S. 179,WCushing,"Cushing, William",majority
7 U.S. 179,WPaterson,"Paterson, William",majority
7 U.S. 179,SChase,"Chase, Samuel",majority
7 U.S. 179,BWashington,"Washington, Bushrod",majority
7 U.S. 179,WJohnson,"Johnson, William",majority
7 U.S. 187,WCushing,"Cushing, William",majority
7 U.S. 187,WPaterson,"Paterson, William",majority
7 U.S. 187,SChase,"Chase, Samuel",majority
7 U.S. 187,BWashington,"Washington, Bushrod",majority
7 U.S. 187,WJohnson,"Johnson, William",majority
7 U.S. 210,JMarshall,"Marshall, John",majority
7 U.S. 210,WCushing,"Cushing, William",majority
7 U.S. 210,WPaterson,"Paterson, William",majority
7 U.S. 210,SChase,"Chase, Samuel",majority
7 U.S. 210,BWashington,"Washington, Bushrod",majority
7 U.S. 210,WJohnson,"Johnson, William",majority
7 U.S. 241,JMarshall,"Marshall, John",majority
7 U.S. 241,WPaterson,"Paterson, William",majority
7 U.S. 241,BWashington,"Washington, Bushrod",majority
7 U.S. 241,WJohnson,"Johnson, William",majority
7 U.S. 242,JMarshall,"Marshall, John",majority
7 U.S. 242,WPaterson,"Paterson, William",majority
7 U.S. 242,BWashington,"Washington, Bushrod",majority
7 U.S. 242,WJohnson,"Johnson, William",majority
7 U.S. 267,JMarshall,"Marshall, John",majority
7 U.S. 267,WPaterson,"Paterson, William",majority
7 U.S. 267,BWashington,"Washington, Bushrod",majority
7 U.S. 267,WJohnson,"Johnson, William",majority
7 U.S. 268,JMarshall,"Marshall, John",majority
7 U.S. 268,WPaterson,"Paterson, William",majority
7 U.S. 268,BWashington,"Washington, Bushrod",majority
7 U.S. 268,WJohnson,"Johnson, William",majority
7 U.S. 300,JMarshall,"Marshall, John",majority
7 U.S. 300,WCushing,"Cushing, William",majority
7 U.S. 300,WPaterson,"Paterson, William",dissent
7 U.S. 300,BWashington,"Washington, Bushrod",majority
7 U.S. 300,WJohnson,"Johnson, William",majority
7 U.S. 324,JMarshall,"Marshall, John",majority
7 U.S. 324,WCushing,"Cushing, William",majority
7 U.S. 324,WPaterson,"Paterson, William",majority
7 U.S. 324,BWashington,"Washington, Bushrod",majority
7 U.S. 324,WJohnson,"Johnson, William",majority
7 U.S. 331,JMarshall,"Marshall, John",majority
7 U.S. 331,WCushing,"Cushing, William",majority
7 U.S. 331,WPaterson,"Paterson, William",majority
7 U.S. 331,BWashington,"Washington, Bushrod",majority
7 U.S. 331,WJohnson,"Johnson, William",majority
7 U.S. 337,JMarshall,"Marshall, John",majority
7 U.S. 337,WCushing,"Cushing, William",majority
7 U.S. 337,WPaterson,"Paterson, William",majority
7 U.S. 337,BWashington,"Washington, Bushrod",majority
7 U.S. 337,WJohnson,"Johnson, William",majority
7 U.S. 399,WCushing,"Cushing, William",majority
7 U.S. 399,WPaterson,"Paterson, William",regular concurrence
7 U.S. 399,BWashington,"Washington, Bushrod",regular concurrence
7 U.S. 399,WJohnson,"Johnson, William",regular concurrence
7 U.S. 293,JMarshall,"Marshall, John",majority
7 U.S. 293,WCushing,"Cushing, William",majority
7 U.S. 293,WPaterson,"Paterson, William",majority
7 U.S. 293,BWashington,"Washington, Bushrod",majority
7 U.S. 293,WJohnson,"Johnson, William",majority
7 U.S. 458,JMarshall,"Marshall, John",majority
7 U.S. 458,WCushing,"Cushing, William",majority
7 U.S. 458,WPaterson,"Paterson, William",majority
7 U.S. 458,BWashington,"Washington, Bushrod",majority
7 U.S. 458,WJohnson,"Johnson, William",majority
7 U.S. 357,WCushing,"Cushing, William",majority
7 U.S. 357,WPaterson,"Paterson, William",majority
7 U.S. 357,BWashington,"Washington, Bushrod",majority
7 U.S. 357,WJohnson,"Johnson, William",majority
7 U.S. 448,JMarshall,"Marshall, John",majority
7 U.S. 448,WCushing,"Cushing, William",majority
7 U.S. 448,WPaterson,"Paterson, William",majority
7 U.S. 448,BWashington,"Washington, Bushrod",majority
7 U.S. 448,WJohnson,"Johnson, William",majority
7 U.S. 454,JMarshall,"Marshall, John",majority
7 U.S. 454,WCushing,"Cushing, William",majority
7 U.S. 454,WPaterson,"Paterson, William",majority
7 U.S. 454,BWashington,"Washington, Bushrod",majority
7 U.S. 454,WJohnson,"Johnson, William",majority
7 U.S. 499,JMarshall,"Marshall, John",majority
7 U.S. 499,WCushing,"Cushing, William",majority
7 U.S. 499,WPaterson,"Paterson, William",majority
7 U.S. 499,BWashington,"Washington, Bushrod",majority
7 U.S. 499,WJohnson,"Johnson, William",majority
8 U.S. 1,JMarshall,"Marshall, John",majority
8 U.S. 1,WCushing,"Cushing, William",majority
8 U.S. 1,SChase,"Chase, Samuel",majority
8 U.S. 1,BWashington,"Washington, Bushrod",majority
8 U.S. 1,WJohnson,"Johnson, William",majority
8 U.S. 1,HBLivingston,"Livingston, Henry",majority
8 U.S. 2,JMarshall,"Marshall, John",majority
8 U.S. 2,WCushing,"Cushing, William",majority
8 U.S. 2,SChase,"Chase, Samuel",majority
8 U.S. 2,BWashington,"Washington, Bushrod",majority
8 U.S. 2,WJohnson,"Johnson, William",majority
8 U.S. 2,HBLivingston,"Livingston, Henry",majority
8 U.S. 29,JMarshall,"Marshall, John",majority
8 U.S. 29,WCushing,"Cushing, William",majority
8 U.S. 29,SChase,"Chase, Samuel",majority
8 U.S. 29,BWashington,"Washington, Bushrod",majority
8 U.S. 29,WJohnson,"Johnson, William",majority
8 U.S. 29,HBLivingston,"Livingston, Henry",majority
8 U.S. 46,JMarshall,"Marshall, John",majority
8 U.S. 46,BWashington,"Washington, Bushrod",majority
8 U.S. 46,WJohnson,"Johnson, William",majority
8 U.S. 46,HBLivingston,"Livingston, Henry",majority
8 U.S. 48,JMarshall,"Marshall, John",majority
8 U.S. 48,BWashington,"Washington, Bushrod",majority
8 U.S. 48,WJohnson,"Johnson, William",majority
8 U.S. 48,HBLivingston,"Livingston, Henry",majority
8 U.S. 75,JMarshall,"Marshall, John",majority
8 U.S. 75,BWashington,"Washington, Bushrod",majority
8 U.S. 75,WJohnson,"Johnson, William",dissent
8 U.S. 75,HBLivingston,"Livingston, Henry",majority
8 U.S. 73,JMarshall,"Marshall, John",majority
8 U.S. 73,WCushing,"Cushing, William",majority
8 U.S. 73,SChase,"Chase, Samuel",majority
8 U.S. 73,BWashington,"Washington, Bushrod",majority
8 U.S. 73,WJohnson,"Johnson, William",majority
8 U.S. 73,HBLivingston,"Livingston, Henry",majority
8 U.S. 167,JMarshall,"Marshall, John",majority
8 U.S. 167,WCushing,"Cushing, William",majority
8 U.S. 167,SChase,"Chase, Samuel",majority
8 U.S. 167,BWashington,"Washington, Bushrod",majority
8 U.S. 167,WJohnson,"Johnson, William",majority
8 U.S. 167,HBLivingston,"Livingston, Henry",majority
8 U.S. 169,JMarshall,"Marshall, John",majority
8 U.S. 169,WCushing,"Cushing, William",majority
8 U.S. 169,SChase,"Chase, Samuel",majority
8 U.S. 169,BWashington,"Washington, Bushrod",majority
8 U.S. 169,WJohnson,"Johnson, William",majority
8 U.S. 169,HBLivingston,"Livingston, Henry",majority
8 U.S. 179,JMarshall,"Marshall, John",majority
8 U.S. 179,WCushing,"Cushing, William",majority
8 U.S. 179,SChase,"Chase, Samuel",majority
8 U.S. 179,BWashington,"Washington, Bushrod",majority
8 U.S. 179,WJohnson,"Johnson, William",majority
8 U.S. 179,HBLivingston,"Livingston, Henry",majority
8 U.S. 237,JMarshall,"Marshall, John",majority
8 U.S. 237,WCushing,"Cushing, William",majority
8 U.S. 237,SChase,"Chase, Samuel",majority
8 U.S. 237,BWashington,"Washington, Bushrod",majority
8 U.S. 237,WJohnson,"Johnson, William",majority
8 U.S. 237,HBLivingston,"Livingston, Henry",majority
8 U.S. 293,JMarshall,"Marshall, John",majority
8 U.S. 293,WCushing,"Cushing, William",dissent
8 U.S. 293,SChase,"Chase, Samuel",dissent
8 U.S. 293,BWashington,"Washington, Bushrod",majority
8 U.S. 293,WJohnson,"Johnson, William",special concurrence
8 U.S. 293,HBLivingston,"Livingston, Henry",majority
8 U.S. 316,JMarshall,"Marshall, John",majority
8 U.S. 316,WCushing,"Cushing, William",majority
8 U.S. 316,SChase,"Chase, Samuel",majority
8 U.S. 316,BWashington,"Washington, Bushrod",majority
8 U.S. 316,WJohnson,"Johnson, William",majority
8 U.S. 316,HBLivingston,"Livingston, Henry",majority
8 U.S. 317,JMarshall,"Marshall, John",majority
8 U.S. 317,WCushing,"Cushing, William",majority
8 U.S. 317,SChase,"Chase, Samuel",majority
8 U.S. 317,BWashington,"Washington, Bushrod",majority
8 U.S. 317,WJohnson,"Johnson, William",majority
8 U.S. 317,HBLivingston,"Livingston, Henry",majority
8 U.S. 324,JMarshall,"Marshall, John",majority
8 U.S. 324,WCushing,"Cushing, William",majority
8 U.S. 324,SChase,"Chase, Samuel",majority
8 U.S. 324,BWashington,"Washington, Bushrod",majority
8 U.S. 324,WJohnson,"Johnson, William",majority
8 U.S. 324,HBLivingston,"Livingston, Henry",majority
8 U.S. 333,JMarshall,"Marshall, John",majority
8 U.S. 333,WCushing,"Cushing, William",majority
8 U.S. 333,SChase,"Chase, Samuel",majority
8 U.S. 333,BWashington,"Washington, Bushrod",majority
8 U.S. 333,WJohnson,"Johnson, William",majority
8 U.S. 333,HBLivingston,"Livingston, Henry",majority
8 U.S. 347,JMarshall,"Marshall, John",majority
8 U.S. 347,WCushing,"Cushing, William",majority
8 U.S. 347,SChase,"Chase, Samuel",majority
8 U.S. 347,BWashington,"Washington, Bushrod",majority
8 U.S. 347,WJohnson,"Johnson, William",majority
8 U.S. 347,HBLivingston,"Livingston, Henry",majority
8 U.S. 370,JMarshall,"Marshall, John",majority
8 U.S. 370,WCushing,"Cushing, William",majority
8 U.S. 370,SChase,"Chase, Samuel",majority
8 U.S. 370,BWashington,"Washington, Bushrod",majority
8 U.S. 370,WJohnson,"Johnson, William",majority
8 U.S. 370,HBLivingston,"Livingston, Henry",majority
8 U.S. 382,JMarshall,"Marshall, John",majority
8 U.S. 382,WCushing,"Cushing, William",majority
8 U.S. 382,SChase,"Chase, Samuel",majority
8 U.S. 382,BWashington,"Washington, Bushrod",majority
8 U.S. 382,WJohnson,"Johnson, William",majority
8 U.S. 382,HBLivingston,"Livingston, Henry",majority
8 U.S. 384,JMarshall,"Marshall, John",majority
8 U.S. 384,WCushing,"Cushing, William",majority
8 U.S. 384,SChase,"Chase, Samuel",majority
8 U.S. 384,BWashington,"Washington, Bushrod",majority
8 U.S. 384,WJohnson,"Johnson, William",majority
8 U.S. 384,HBLivingston,"Livingston, Henry",majority
8 U.S. 370,JMarshall,"Marshall, John",majority
8 U.S. 370,WCushing,"Cushing, William",majority
8 U.S. 370,SChase,"Chase, Samuel",majority
8 U.S. 370,BWashington,"Washington, Bushrod",majority
8 U.S. 370,WJohnson,"Johnson, William",majority
8 U.S. 370,HBLivingston,"Livingston, Henry",majority
8 U.S. 434,JMarshall,"Marshall, John",majority
8 U.S. 434,WCushing,"Cushing, William",majority
8 U.S. 434,SChase,"Chase, Samuel",dissent
8 U.S. 434,BWashington,"Washington, Bushrod",majority
8 U.S. 434,WJohnson,"Johnson, William",majority
8 U.S. 434,HBLivingston,"Livingston, Henry",dissent
8 U.S. 241,JMarshall,"Marshall, John",majority
8 U.S. 241,WCushing,"Cushing, William",special concurrence
8 U.S. 241,SChase,"Chase, Samuel",special concurrence
8 U.S. 241,BWashington,"Washington, Bushrod",majority
8 U.S. 241,WJohnson,"Johnson, William",dissent
8 U.S. 241,HBLivingston,"Livingston, Henry",majority
8 U.S. 185,JMarshall,"Marshall, John",majority
8 U.S. 185,WCushing,"Cushing, William",majority
8 U.S. 185,SChase,"Chase, Samuel",majority
8 U.S. 185,BWashington,"Washington, Bushrod",majority
8 U.S. 185,WJohnson,"Johnson, William",majority
8 U.S. 185,HBLivingston,"Livingston, Henry",majority
8 U.S. 185,TTodd,"Todd, Thomas",majority
8 U.S. 202,JMarshall,"Marshall, John",majority
8 U.S. 202,WCushing,"Cushing, William",majority
8 U.S. 202,SChase,"Chase, Samuel",majority
8 U.S. 202,BWashington,"Washington, Bushrod",majority
8 U.S. 202,WJohnson,"Johnson, William",majority
8 U.S. 202,HBLivingston,"Livingston, Henry",majority
8 U.S. 202,TTodd,"Todd, Thomas",majority
8 U.S. 209,JMarshall,"Marshall, John",majority
8 U.S. 209,WCushing,"Cushing, William",majority
8 U.S. 209,SChase,"Chase, Samuel",majority
8 U.S. 209,BWashington,"Washington, Bushrod",majority
8 U.S. 209,HBLivingston,"Livingston, Henry",majority
8 U.S. 443,JMarshall,"Marshall, John",majority
8 U.S. 443,WCushing,"Cushing, William",majority
8 U.S. 443,SChase,"Chase, Samuel",majority
8 U.S. 443,BWashington,"Washington, Bushrod",majority
8 U.S. 443,WJohnson,"Johnson, William",majority
8 U.S. 443,HBLivingston,"Livingston, Henry",majority
9 U.S. 321,JMarshall,"Marshall, John",majority
9 U.S. 321,WCushing,"Cushing, William",majority
9 U.S. 321,SChase,"Chase, Samuel",majority
