time,type,key,key_code,alt_key,ctrl_key,meta_key,shift_key,is_repeat,range_start,range_end
386,mouse,,,false,false,false,false,false,918,249
819,mouse,,,false,false,false,false,false,609,10
1120,mouse,,,false,false,false,false,false,601,12
11686,mouse,,,false,false,false,false,false,1640,482
12218,click,,,false,false,false,false,false,0,0
20019,down,Meta,MetaLeft,false,false,true,false,false,0,0
31669,down,Shift,ShiftLeft,false,false,false,true,false,0,0
31810,down,I,KeyI,false,false,false,true,false,0,0
31813,input,"I",insertText,false,false,false,false,false,1,1
31878,up,I,KeyI,false,false,false,true,false,1,1
31887,up,Shift,ShiftLeft,false,false,false,false,false,1,1
31970,down,n,KeyN,false,false,false,false,false,1,1
31972,input,"n",insertText,false,false,false,false,false,2,2
32046,up,n,KeyN,false,false,false,false,false,2,2
32074,down," ",Space,false,false,false,false,false,2,2
32076,input," ",insertText,false,false,false,false,false,3,3
32126,down,o,KeyO,false,false,false,false,false,3,3
32129,input,"o",insertText,false,false,false,false,false,4,4
32141,up," ",Space,false,false,false,false,false,4,4
32197,up,o,KeyO,false,false,false,false,false,4,4
32253,down,r,KeyR,false,false,false,false,false,4,4
32256,input,"r",insertText,false,false,false,false,false,5,5
32336,up,r,KeyR,false,false,false,false,false,5,5
32443,down,d,KeyD,false,false,false,false,false,5,5
32445,input,"d",insertText,false,false,false,false,false,6,6
32541,up,d,KeyD,false,false,false,false,false,6,6
32557,down,e,KeyE,false,false,false,false,false,6,6
32559,input,"e",insertText,false,false,false,false,false,7,7
32641,down,r,KeyR,false,false,false,false,false,7,7
32643,input,"r",insertText,false,false,false,false,false,8,8
32652,up,e,KeyE,false,false,false,false,false,8,8
32737,up,r,KeyR,false,false,false,false,false,8,8
32756,down," ",Space,false,false,false,false,false,8,8
32758,input," ",insertText,false,false,false,false,false,9,9
32815,down,t,KeyT,false,false,false,false,false,9,9
32817,input,"t",insertText,false,false,false,false,false,10,10
32882,up," ",Space,false,false,false,false,false,10,10
32901,down,o,KeyO,false,false,false,false,false,10,10
32903,input,"o",insertText,false,false,false,false,false,11,11
32939,up,t,KeyT,false,false,false,false,false,11,11
32973,up,o,KeyO,false,false,false,false,false,11,11
33007,down," ",Space,false,false,false,false,false,11,11
33009,input," ",insertText,false,false,false,false,false,12,12
33078,down,m,KeyM,false,false,false,false,false,12,12
33081,input,"m",insertText,false,false,false,false,false,13,13
33087,up," ",Space,false,false,false,false,false,13,13
33180,down,a,KeyA,false,false,false,false,false,13,13
33183,input,"a",insertText,false,false,false,false,false,14,14
33182,up,m,KeyM,false,false,false,false,false,14,14
33254,up,a,KeyA,false,false,false,false,false,14,14
33271,down,k,KeyK,false,false,false,false,false,14,14
33273,input,"k",insertText,false,false,false,false,false,15,15
33373,up,k,KeyK,false,false,false,false,false,15,15
33388,down,e,KeyE,false,false,false,false,false,15,15
33391,input,"e",insertText,false,false,false,false,false,16,16
33492,up,e,KeyE,false,false,false,false,false,16,16
33498,down," ",Space,false,false,false,false,false,16,16
33505,input," ",insertText,false,false,false,false,false,17,17
33574,up," ",Space,false,false,false,false,false,17,17
33629,down,m,KeyM,false,false,false,false,false,17,17
33632,input,"m",insertText,false,false,false,false,false,18,18
33685,up,m,KeyM,false,false,false,false,false,18,18
33756,down,y,KeyY,false,false,false,false,false,18,18
33758,input,"y",insertText,false,false,false,false,false,19,19
33797,up,y,KeyY,false,false,false,false,false,19,19
34013,down," ",Space,false,false,false,false,false,19,19
34015,input," ",insertText,false,false,false,false,false,20,20
34084,up," ",Space,false,false,false,false,false,20,20
34146,down,f,KeyF,false,false,false,false,false,20,20
34149,input,"f",insertText,false,false,false,false,false,21,21
34236,down,a,KeyA,false,false,false,false,false,21,21
34239,input,"a",insertText,false,false,false,false,false,22,22
34270,up,f,KeyF,false,false,false,false,false,22,22
34314,up,a,KeyA,false,false,false,false,false,22,22
34399,down,v,KeyV,false,false,false,false,false,22,22
34402,input,"v",insertText,false,false,false,false,false,23,23
34474,up,v,KeyV,false,false,false,false,false,23,23
34548,down,o,KeyO,false,false,false,false,false,23,23
34550,input,"o",insertText,false,false,false,false,false,24,24
34609,up,o,KeyO,false,false,false,false,false,24,24
34678,down,r,KeyR,false,false,false,false,false,24,24
34680,input,"r",insertText,false,false,false,false,false,25,25
34752,up,r,KeyR,false,false,false,false,false,25,25
34808,down,i,KeyI,false,false,false,false,false,25,25
34810,input,"i",insertText,false,false,false,false,false,26,26
34860,up,i,KeyI,false,false,false,false,false,26,26
34877,down,t,KeyT,false,false,false,false,false,26,26
34879,input,"t",insertText,false,false,false,false,false,27,27
34916,up,t,KeyT,false,false,false,false,false,27,27
35002,down,e,KeyE,false,false,false,false,false,27,27
35005,input,"e",insertText,false,false,false,false,false,28,28
35074,up,e,KeyE,false,false,false,false,false,28,28
35108,down," ",Space,false,false,false,false,false,28,28
35111,input," ",insertText,false,false,false,false,false,29,29
35197,up," ",Space,false,false,false,false,false,29,29
36025,down,f,KeyF,false,false,false,false,false,29,29
36028,input,"f",insertText,false,false,false,false,false,30,30
36115,down,o,KeyO,false,false,false,false,false,30,30
36117,input,"o",insertText,false,false,false,false,false,31,31
36116,up,f,KeyF,false,false,false,false,false,31,31
36175,up,o,KeyO,false,false,false,false,false,31,31
36230,down,o,KeyO,false,false,false,false,false,31,31
36233,input,"o",insertText,false,false,false,false,false,32,32
36311,up,o,KeyO,false,false,false,false,false,32,32
36366,down,d,KeyD,false,false,false,false,false,32,32
36368,input,"d",insertText,false,false,false,false,false,33,33
36456,up,d,KeyD,false,false,false,false,false,33,33
36749,down,",",Comma,false,false,false,false,false,33,33
36752,input,",",insertText,false,false,false,false,false,34,34
36894,up,",",Comma,false,false,false,false,false,34,34
36956,down," ",Space,false,false,false,false,false,34,34
36958,input," ",insertText,false,false,false,false,false,35,35
37059,up," ",Space,false,false,false,false,false,35,35
37085,down,s,KeyS,false,false,false,false,false,35,35
37088,input,"s",insertText,false,false,false,false,false,36,36
37160,down,t,KeyT,false,false,false,false,false,36,36
37162,input,"t",insertText,false,false,false,false,false,37,37
37180,up,s,KeyS,false,false,false,false,false,37,37
37257,up,t,KeyT,false,false,false,false,false,37,37
37313,down,a,KeyA,false,false,false,false,false,37,37
37316,input,"a",insertText,false,false,false,false,false,38,38
37355,down,r,KeyR,false,false,false,false,false,38,38
37356,input,"r",insertText,false,false,false,false,false,39,39
37440,up,a,KeyA,false,false,false,false,false,39,39
37478,up,r,KeyR,false,false,false,false,false,39,39
37564,down,t,KeyT,false,false,false,false,false,39,39
37567,input,"t",insertText,false,false,false,false,false,40,40
37664,up,t,KeyT,false,false,false,false,false,40,40
37682,down," ",Space,false,false,false,false,false,40,40
37685,input," ",insertText,false,false,false,false,false,41,41
37767,up," ",Space,false,false,false,false,false,41,41
37883,down,b,KeyB,false,false,false,false,false,41,41
37885,input,"b",insertText,false,false,false,false,false,42,42
37927,up,b,KeyB,false,false,false,false,false,42,42
37983,down,y,KeyY,false,false,false,false,false,42,42
37985,input,"y",insertText,false,false,false,false,false,43,43
38037,up,y,KeyY,false,false,false,false,false,43,43
38126,down," ",Space,false,false,false,false,false,43,43
38128,input," ",insertText,false,false,false,false,false,44,44
38196,up," ",Space,false,false,false,false,false,44,44
38380,down,c,KeyC,false,false,false,false,false,44,44
38382,input,"c",insertText,false,false,false,false,false,45,45
38460,up,c,KeyC,false,false,false,false,false,45,45
38469,down,h,KeyH,false,false,false,false,false,45,45
38471,input,"h",insertText,false,false,false,false,false,46,46
38548,up,h,KeyH,false,false,false,false,false,46,46
38753,down,o,KeyO,false,false,false,false,false,46,46
38755,input,"o",insertText,false,false,false,false,false,47,47
38818,up,o,KeyO,false,false,false,false,false,47,47
39072,down,p,KeyP,false,false,false,false,false,47,47
39074,input,"p",insertText,false,false,false,false,false,48,48
39149,up,p,KeyP,false,false,false,false,false,48,48
39282,down,p,KeyP,false,false,false,false,false,48,48
39284,input,"p",insertText,false,false,false,false,false,49,49
39325,up,p,KeyP,false,false,false,false,false,49,49
39826,down,i,KeyI,false,false,false,false,false,49,49
39828,input,"i",insertText,false,false,false,false,false,50,50
39893,up,i,KeyI,false,false,false,false,false,50,50
39896,down,n,KeyN,false,false,false,false,false,50,50
39905,input,"n",insertText,false,false,false,false,false,51,51
39947,up,n,KeyN,false,false,false,false,false,51,51
39959,down,g,KeyG,false,false,false,false,false,51,51
39961,input,"g",insertText,false,false,false,false,false,52,52
40051,up,g,KeyG,false,false,false,false,false,52,52
40067,down," ",Space,false,false,false,false,false,52,52
40072,input," ",insertText,false,false,false,false,false,53,53
40147,up," ",Space,false,false,false,false,false,53,53
41607,down,a,KeyA,false,false,false,false,false,53,53
41610,input,"a",insertText,false,false,false,false,false,54,54
41727,up,a,KeyA,false,false,false,false,false,54,54
41727,down," ",Space,false,false,false,false,false,54,54
41739,input," ",insertText,false,false,false,false,false,55,55
41806,up," ",Space,false,false,false,false,false,55,55
41844,down,l,KeyL,false,false,false,false,false,55,55
41846,input,"l",insertText,false,false,false,false,false,56,56
41891,down,a,KeyA,false,false,false,false,false,56,56
41894,input,"a",insertText,false,false,false,false,false,57,57
41938,up,l,KeyL,false,false,false,false,false,57,57
41951,down,r,KeyR,false,false,false,false,false,57,57
41956,input,"r",insertText,false,false,false,false,false,58,58
42006,up,a,KeyA,false,false,false,false,false,58,58
42024,up,r,KeyR,false,false,false,false,false,58,58
42125,down,g,KeyG,false,false,false,false,false,58,58
42128,input,"g",insertText,false,false,false,false,false,59,59
42190,up,g,KeyG,false,false,false,false,false,59,59
42198,down,e,KeyE,false,false,false,false,false,59,59
42205,input,"e",insertText,false,false,false,false,false,60,60
42293,down," ",Space,false,false,false,false,false,60,60
42295,input," ",insertText,false,false,false,false,false,61,61
42309,up,e,KeyE,false,false,false,false,false,61,61
42376,up," ",Space,false,false,false,false,false,61,61
42468,down,w,KeyW,false,false,false,false,false,61,61
42472,input,"w",insertText,false,false,false,false,false,62,62
42545,up,w,KeyW,false,false,false,false,false,62,62
42556,down,h,KeyH,false,false,false,false,false,62,62
42558,input,"h",insertText,false,false,false,false,false,63,63
42627,down,i,KeyI,false,false,false,false,false,63,63
42629,input,"i",insertText,false,false,false,false,false,64,64
42678,up,h,KeyH,false,false,false,false,false,64,64
42712,up,i,KeyI,false,false,false,false,false,64,64
42733,down,t,KeyT,false,false,false,false,false,64,64
42735,input,"t",insertText,false,false,false,false,false,65,65
42777,up,t,KeyT,false,false,false,false,false,65,65
42904,down,e,KeyE,false,false,false,false,false,65,65
42907,input,"e",insertText,false,false,false,false,false,66,66
42972,up,e,KeyE,false,false,false,false,false,66,66
43017,down," ",Space,false,false,false,false,false,66,66
43019,input," ",insertText,false,false,false,false,false,67,67
43084,up," ",Space,false,false,false,false,false,67,67
43289,down,o,KeyO,false,false,false,false,false,67,67
43291,input,"o",insertText,false,false,false,false,false,68,68
43356,up,o,KeyO,false,false,false,false,false,68,68
43472,down,n,KeyN,false,false,false,false,false,68,68
43476,input,"n",insertText,false,false,false,false,false,69,69
43631,down,i,KeyI,false,false,false,false,false,69,69
43635,input,"i",insertText,false,false,false,false,false,70,70
43668,up,n,KeyN,false,false,false,false,false,70,70
43729,down,o,KeyO,false,false,false,false,false,70,70
43732,input,"o",insertText,false,false,false,false,false,71,71
43782,up,i,KeyI,false,false,false,false,false,71,71
43851,up,o,KeyO,false,false,false,false,false,71,71
43960,down,n,KeyN,false,false,false,false,false,71,71
43962,input,"n",insertText,false,false,false,false,false,72,72
44021,up,n,KeyN,false,false,false,false,false,72,72
44172,down,Meta,MetaRight,false,false,true,false,false,72,72
44234,up,Meta,MetaRight,false,false,false,false,false,72,72
44258,down," ",Space,false,false,false,false,false,72,72
44261,input," ",insertText,false,false,false,false,false,73,73
44329,up," ",Space,false,false,false,false,false,73,73
44759,down,Backspace,Backspace,false,false,false,false,false,73,73
44762,input,"",deleteContentBackward,false,false,false,false,false,72,72
44806,up,Backspace,Backspace,false,false,false,false,false,72,72
45077,down,.,Period,false,false,false,false,false,72,72
45080,input,".",insertText,false,false,false,false,false,73,73
45149,up,.,Period,false,false,false,false,false,73,73
45319,down," ",Space,false,false,false,false,false,73,73
45323,input," ",insertText,false,false,false,false,false,74,74
45390,down,Shift,ShiftLeft,false,false,false,true,false,74,74
45411,up," ",Space,false,false,false,true,false,74,74
45481,down,T,KeyT,false,false,false,true,false,74,74
45484,input,"T",insertText,false,false,false,false,false,75,75
45548,up,T,KeyT,false,false,false,true,false,75,75
45550,up,Shift,ShiftLeft,false,false,false,false,false,75,75
45569,down,h,KeyH,false,false,false,false,false,75,75
45572,input,"h",insertText,false,false,false,false,false,76,76
45644,up,h,KeyH,false,false,false,false,false,76,76
45712,down,e,KeyE,false,false,false,false,false,76,76
45714,input,"e",insertText,false,false,false,false,false,77,77
45768,up,e,KeyE,false,false,false,false,false,77,77
45928,down,b,KeyB,false,false,false,false,false,77,77
45930,input,"b",insertText,false,false,false,false,false,78,78
45929,down,n,KeyN,false,false,false,false,false,78,78
45941,input,"n",insertText,false,false,false,false,false,79,79
45959,up,b,KeyB,false,false,false,false,false,79,79
46066,up,n,KeyN,false,false,false,false,false,79,79
46518,down,Backspace,Backspace,false,false,false,false,false,79,79
46522,input,"",deleteContentBackward,false,false,false,false,false,78,78
46564,up,Backspace,Backspace,false,false,false,false,false,78,78
46639,down,Backspace,Backspace,false,false,false,false,false,78,78
46642,input,"",deleteContentBackward,false,false,false,false,false,77,77
46684,up,Backspace,Backspace,false,false,false,false,false,77,77
46830,down,n,KeyN,false,false,false,false,false,77,77
46833,input,"n",insertText,false,false,false,false,false,78,78
46903,up,n,KeyN,false,false,false,false,false,78,78
47022,down,",",Comma,false,false,false,false,false,78,78
47023,input,",",insertText,false,false,false,false,false,79,79
47080,up,",",Comma,false,false,false,false,false,79,79
47161,down," ",Space,false,false,false,false,false,79,79
47163,input," ",insertText,false,false,false,false,false,80,80
47210,up," ",Space,false,false,false,false,false,80,80
47264,down,h,KeyH,false,false,false,false,false,80,80
47265,input,"h",insertText,false,false,false,false,false,81,81
47331,up,h,KeyH,false,false,false,false,false,81,81
47610,down,e,KeyE,false,false,false,false,false,81,81
47611,input,"e",insertText,false,false,false,false,false,82,82
47724,up,e,KeyE,false,false,false,false,false,82,82
47761,down,a,KeyA,false,false,false,false,false,82,82
47764,input,"a",insertText,false,false,false,false,false,83,83
47899,up,a,KeyA,false,false,false,false,false,83,83
47989,down,t,KeyT,false,false,false,false,false,83,83
47992,input,"t",insertText,false,false,false,false,false,84,84
48068,up,t,KeyT,false,false,false,false,false,84,84
49925,down," ",Space,false,false,false,false,false,84,84
49927,input," ",insertText,false,false,false,false,false,85,85
50010,up," ",Space,false,false,false,false,false,85,85
51148,down,p,KeyP,false,false,false,false,false,85,85
51150,input,"p",insertText,false,false,false,false,false,86,86
51245,down,e,KeyE,false,false,false,false,false,86,86
51247,input,"e",insertText,false,false,false,false,false,87,87
51245,up,p,KeyP,false,false,false,false,false,87,87
51333,down,a,KeyA,false,false,false,false,false,87,87
51335,input,"a",insertText,false,false,false,false,false,88,88
51377,up,e,KeyE,false,false,false,false,false,88,88
51437,up,a,KeyA,false,false,false,false,false,88,88
51463,down,n,KeyN,false,false,false,false,false,88,88
51465,input,"n",insertText,false,false,false,false,false,89,89
51528,up,n,KeyN,false,false,false,false,false,89,89
51600,down,u,KeyU,false,false,false,false,false,89,89
51603,input,"u",insertText,false,false,false,false,false,90,90
51652,up,u,KeyU,false,false,false,false,false,90,90
51697,down,t,KeyT,false,false,false,false,false,90,90
51699,input,"t",insertText,false,false,false,false,false,91,91
51805,up,t,KeyT,false,false,false,false,false,91,91
51806,down," ",Space,false,false,false,false,false,91,91
51822,input," ",insertText,false,false,false,false,false,92,92
51880,up," ",Space,false,false,false,false,false,92,92
52815,down,o,KeyO,false,false,false,false,false,92,92
52817,input,"o",insertText,false,false,false,false,false,93,93
52879,down,i,KeyI,false,false,false,false,false,93,93
52881,input,"i",insertText,false,false,false,false,false,94,94
52915,up,o,KeyO,false,false,false,false,false,94,94
52987,up,i,KeyI,false,false,false,false,false,94,94
53083,down,l,KeyL,false,false,false,false,false,94,94
53086,input,"l",insertText,false,false,false,false,false,95,95
53163,up,l,KeyL,false,false,false,false,false,95,95
53306,down," ",Space,false,false,false,false,false,95,95
53308,input," ",insertText,false,false,false,false,false,96,96
53395,up," ",Space,false,false,false,false,false,96,96
53438,down,i,KeyI,false,false,false,false,false,96,96
53442,input,"i",insertText,false,false,false,false,false,97,97
53504,down,n,KeyN,false,false,false,false,false,97,97
53506,input,"n",insertText,false,false,false,false,false,98,98
53515,up,i,KeyI,false,false,false,false,false,98,98
53600,up,n,KeyN,false,false,false,false,false,98,98
53600,down," ",Space,false,false,false,false,false,98,98
53605,input," ",insertText,false,false,false,false,false,99,99
53695,up," ",Space,false,false,false,false,false,99,99
53792,down,. ,Space,false,false,false,false,false,99,99
53795,input,". ",insertText,false,false,false,false,false,100,100
53908,down,l,KeyL,false,false,false,false,false,100,100
53910,input,"l",insertText,false,false,false,false,false,101,101
53910,up," ",Space,false,false,false,false,false,101,101
53961,down,a,KeyA,false,false,false,false,false,101,101
53964,input,"a",insertText,false,false,false,false,false,102,102
53995,up,l,KeyL,false,false,false,false,false,102,102
54067,down,r,KeyR,false,false,false,false,false,102,102
54069,input,"r",insertText,false,false,false,false,false,103,103
54116,up,a,KeyA,false,false,false,false,false,103,103
54160,up,r,KeyR,false,false,false,false,false,103,103
54404,down,Backspace,Backspace,false,false,false,false,false,103,103
54407,input,"",deleteContentBackward,false,false,false,false,false,102,102
54460,up,Backspace,Backspace,false,false,false,false,false,102,102
54533,down,Backspace,Backspace,false,false,false,false,false,102,102
54535,input,"",deleteContentBackward,false,false,false,false,false,101,101
54587,up,Backspace,Backspace,false,false,false,false,false,101,101
54660,down,Backspace,Backspace,false,false,false,false,false,101,101
54662,input,"",deleteContentBackward,false,false,false,false,false,100,100
54720,up,Backspace,Backspace,false,false,false,false,false,100,100
54791,down,Backspace,Backspace,false,false,false,false,false,100,100
54793,input,"",deleteContentBackward,false,false,false,false,false,99,99
54846,up,Backspace,Backspace,false,false,false,false,false,99,99
54914,down,Backspace,Backspace,false,false,false,false,false,99,99
54917,input,"",deleteContentBackward,false,false,false,false,false,98,98
54956,up,Backspace,Backspace,false,false,false,false,false,98,98
55026,down," ",Space,false,false,false,false,false,98,98
55029,input," ",insertText,false,false,false,false,false,99,99
55141,up," ",Space,false,false,false,false,false,99,99
55187,down,l,KeyL,false,false,false,false,false,99,99
55190,input,"l",insertText,false,false,false,false,false,100,100
55251,down,a,KeyA,false,false,false,false,false,100,100
55255,input,"a",insertText,false,false,false,false,false,101,101
55268,up,l,KeyL,false,false,false,false,false,101,101
55322,down,r,KeyR,false,false,false,false,false,101,101
55323,input,"r",insertText,false,false,false,false,false,102,102
55364,up,a,KeyA,false,false,false,false,false,102,102
55398,up,r,KeyR,false,false,false,false,false,102,102
55500,down,g,KeyG,false,false,false,false,false,102,102
55502,input,"g",insertText,false,false,false,false,false,103,103
55555,up,g,KeyG,false,false,false,false,false,103,103
55581,down,e,KeyE,false,false,false,false,false,103,103
55584,input,"e",insertText,false,false,false,false,false,104,104
55691,down," ",Space,false,false,false,false,false,104,104
55694,input," ",insertText,false,false,false,false,false,105,105
55700,up,e,KeyE,false,false,false,false,false,105,105
55769,up," ",Space,false,false,false,false,false,105,105
55884,down,s,KeyS,false,false,false,false,false,105,105
55886,input,"s",insertText,false,false,false,false,false,106,106
55954,up,s,KeyS,false,false,false,false,false,106,106
56014,down,k,KeyK,false,false,false,false,false,106,106
56016,input,"k",insertText,false,false,false,false,false,107,107
56066,up,k,KeyK,false,false,false,false,false,107,107
56167,down,i,KeyI,false,false,false,false,false,107,107
56169,input,"i",insertText,false,false,false,false,false,108,108
56253,down,l,KeyL,false,false,false,false,false,108,108
56256,input,"l",insertText,false,false,false,false,false,109,109
56274,up,i,KeyI,false,false,false,false,false,109,109
56299,up,l,KeyL,false,false,false,false,false,109,109
56383,down,l,KeyL,false,false,false,false,false,109,109
56386,input,"l",insertText,false,false,false,false,false,110,110
56471,down,e,KeyE,false,false,false,false,false,110,110
56474,input,"e",insertText,false,false,false,false,false,111,111
56473,up,l,KeyL,false,false,false,false,false,111,111
56510,up,e,KeyE,false,false,false,false,false,111,111
56679,down,t,KeyT,false,false,false,false,false,111,111
56682,input,"t",insertText,false,false,false,false,false,112,112
56717,up,t,KeyT,false,false,false,false,false,112,112
57577,down,.,Period,false,false,false,false,false,112,112
57579,input,".",insertText,false,false,false,false,false,113,113
57635,up,.,Period,false,false,false,false,false,113,113
57719,down," ",Space,false,false,false,false,false,113,113
57722,input," ",insertText,false,false,false,false,false,114,114
57813,up," ",Space,false,false,false,false,false,114,114
58094,down,Shift,ShiftLeft,false,false,false,true,false,114,114
58226,down,W,KeyW,false,false,false,true,false,114,114
58230,input,"W",insertText,false,false,false,false,false,115,115
58260,up,Shift,ShiftLeft,false,false,false,false,false,115,115
58282,up,w,KeyW,false,false,false,false,false,115,115
58295,down,h,KeyH,false,false,false,false,false,115,115
58296,input,"h",insertText,false,false,false,false,false,116,116
58371,up,h,KeyH,false,false,false,false,false,116,116
58529,down,e,KeyE,false,false,false,false,false,116,116
58531,input,"e",insertText,false,false,false,false,false,117,117
58593,up,e,KeyE,false,false,false,false,false,117,117
58723,down,n,KeyN,false,false,false,false,false,117,117
58726,input,"n",insertText,false,false,false,false,false,118,118
58768,up,n,KeyN,false,false,false,false,false,118,118
58854,down," ",Space,false,false,false,false,false,118,118
58855,input," ",insertText,false,false,false,false,false,119,119
58909,up," ",Space,false,false,false,false,false,119,119
58927,down,i,KeyI,false,false,false,false,false,119,119
58930,input,"i",insertText,false,false,false,false,false,120,120
58987,up,i,KeyI,false,false,false,false,false,120,120
59012,down,t,KeyT,false,false,false,false,false,120,120
59014,input,"t",insertText,false,false,false,false,false,121,121
59086,up,t,KeyT,false,false,false,false,false,121,121
59148,down,"'",Quote,false,false,false,false,false,121,121
59151,input,"'",insertText,false,false,false,false,false,122,122
59210,up,"'",Quote,false,false,false,false,false,122,122
59266,down,s,KeyS,false,false,false,false,false,122,122
59268,input,"s",insertText,false,false,false,false,false,123,123
59368,down," ",Space,false,false,false,false,false,123,123
59372,input," ",insertText,false,false,false,false,false,124,124
59391,up,s,KeyS,false,false,false,false,false,124,124
59454,up," ",Space,false,false,false,false,false,124,124
60224,down,Backspace,Backspace,false,false,false,false,false,124,124
60227,input,"",deleteContentBackward,false,false,false,false,false,123,123
60282,up,Backspace,Backspace,false,false,false,false,false,123,123
60362,down,Backspace,Backspace,false,false,false,false,false,123,123
60365,input,"",deleteContentBackward,false,false,false,false,false,122,122
60416,up,Backspace,Backspace,false,false,false,false,false,122,122
60499,down,Backspace,Backspace,false,false,false,false,false,122,122
60502,input,"",deleteContentBackward,false,false,false,false,false,121,121
60575,up,Backspace,Backspace,false,false,false,false,false,121,121
60598,down,s,KeyS,false,false,false,false,false,121,121
60601,input,"s",insertText,false,false,false,false,false,122,122
60648,down," ",Space,false,false,false,false,false,122,122
60651,input," ",insertText,false,false,false,false,false,123,123
60699,up,s,KeyS,false,false,false,false,false,123,123
60759,up," ",Space,false,false,false,false,false,123,123
61178,down,h,KeyH,false,false,false,false,false,123,123
61180,input,"h",insertText,false,false,false,false,false,124,124
61268,down,o,KeyO,false,false,false,false,false,124,124
61271,input,"o",insertText,false,false,false,false,false,125,125
61306,up,h,KeyH,false,false,false,false,false,125,125
61358,up,o,KeyO,false,false,false,false,false,125,125
61470,down,t,KeyT,false,false,false,false,false,125,125
61472,input,"t",insertText,false,false,false,false,false,126,126
61532,up,t,KeyT,false,false,false,false,false,126,126
61693,down,",",Comma,false,false,false,false,false,126,126
61695,input,",",insertText,false,false,false,false,false,127,127
61794,up,",",Comma,false,false,false,false,false,127,127
61810,down," ",Space,false,false,false,false,false,127,127
61812,input," ",insertText,false,false,false,false,false,128,128
61869,up," ",Space,false,false,false,false,false,128,128
64545,down,t,KeyT,false,false,false,false,false,128,128
64547,input,"t",insertText,false,false,false,false,false,129,129
64636,up,t,KeyT,false,false,false,false,false,129,129
64661,down,h,KeyH,false,false,false,false,false,129,129
64663,input,"h",insertText,false,false,false,false,false,130,130
64728,down,r,KeyR,false,false,false,false,false,130,130
64730,input,"r",insertText,false,false,false,false,false,131,131
64738,up,h,KeyH,false,false,false,false,false,131,131
64822,down,e,KeyE,false,false,false,false,false,131,131
64825,input,"e",insertText,false,false,false,false,false,132,132
64908,up,e,KeyE,false,false,false,false,false,132,132
64909,up,r,KeyR,false,false,false,false,false,132,132
65378,down,Backspace,Backspace,false,false,false,false,false,132,132
65382,input,"",deleteContentBackward,false,false,false,false,false,131,131
65432,up,Backspace,Backspace,false,false,false,false,false,131,131
65618,down,o,KeyO,false,false,false,false,false,131,131
65622,input,"o",insertText,false,false,false,false,false,132,132
65680,up,o,KeyO,false,false,false,false,false,132,132
65736,down,w,KeyW,false,false,false,false,false,132,132
65738,input,"w",insertText,false,false,false,false,false,133,133
65780,up,w,KeyW,false,false,false,false,false,133,133
66275,down," ",Space,false,false,false,false,false,133,133
66278,input," ",insertText,false,false,false,false,false,134,134
66337,up," ",Space,false,false,false,false,false,134,134
66479,down,i,KeyI,false,false,false,false,false,134,134
66481,input,"i",insertText,false,false,false,false,false,135,135
66554,up,i,KeyI,false,false,false,false,false,135,135
66555,down,n,KeyN,false,false,false,false,false,135,135
66571,input,"n",insertText,false,false,false,false,false,136,136
66629,up,n,KeyN,false,false,false,false,false,136,136
66953,down," ",Space,false,false,false,false,false,136,136
66956,input," ",insertText,false,false,false,false,false,137,137
67039,up," ",Space,false,false,false,false,false,137,137
67352,down,2,Digit2,false,false,false,false,false,137,137
67355,input,"2",insertText,false,false,false,false,false,138,138
67465,down," ",Space,false,false,false,false,false,138,138
67468,input," ",insertText,false,false,false,false,false,139,139
67474,up,2,Digit2,false,false,false,false,false,139,139
67540,up," ",Space,false,false,false,false,false,139,139
67660,down,t,KeyT,false,false,false,false,false,139,139
67664,input,"t",insertText,false,false,false,false,false,140,140
67769,down,a,KeyA,false,false,false,false,false,140,140
67772,input,"a",insertText,false,false,false,false,false,141,141
67791,up,t,KeyT,false,false,false,false,false,141,141
67864,up,a,KeyA,false,false,false,false,false,141,141
67911,down,b,KeyB,false,false,false,false,false,141,141
67915,input,"b",insertText,false,false,false,false,false,142,142
68039,down,l,KeyL,false,false,false,false,false,142,142
68041,input,"l",insertText,false,false,false,false,false,143,143
68088,up,b,KeyB,false,false,false,false,false,143,143
68153,up,l,KeyL,false,false,false,false,false,143,143
68179,down,e,KeyE,false,false,false,false,false,143,143
68181,input,"e",insertText,false,false,false,false,false,144,144
68260,up,e,KeyE,false,false,false,false,false,144,144
68444,down,s,KeyS,false,false,false,false,false,144,144
68446,input,"s",insertText,false,false,false,false,false,145,145
68553,up,s,KeyS,false,false,false,false,false,145,145
68668,down,p,KeyP,false,false,false,false,false,145,145
68671,input,"p",insertText,false,false,false,false,false,146,146
68742,up,p,KeyP,false,false,false,false,false,146,146
68919,down,o,KeyO,false,false,false,false,false,146,146
68921,input,"o",insertText,false,false,false,false,false,147,147
68999,up,o,KeyO,false,false,false,false,false,147,147
69082,down,o,KeyO,false,false,false,false,false,147,147
69084,input,"o",insertText,false,false,false,false,false,148,148
69179,up,o,KeyO,false,false,false,false,false,148,148
69194,down,n,KeyN,false,false,false,false,false,148,148
69197,input,"n",insertText,false,false,false,false,false,149,149
69268,up,n,KeyN,false,false,false,false,false,149,149
69309,down,s,KeyS,false,false,false,false,false,149,149
69310,input,"s",insertText,false,false,false,false,false,150,150
69416,up,s,KeyS,false,false,false,false,false,150,150
69418,down," ",Space,false,false,false,false,false,150,150
